unique_bird,bird_id,date,season,walk,start_time,end_time,lat,lon,order,family,species,migratory_class,trophic_guild,behavior,broad_behavior,mesohabitat,two.mesohabitat,three.mesohabitat,five.mesohabitat,mesohabitat_height,photo_id,time,distance,transect,transect_start_lat,transect_start_lon,transect_end_lat,transect_end_lon,notes
191fruit,191,8/20/2019,summer,38,7:00,9:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:24,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
192fruit,192,8/20/2019,summer,38,7:00,9:00,34.78232,-115.66222,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,cactus,vegetation,cactus,cactus,25,no photo,7:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
193fruit,193,8/20/2019,summer,38,7:00,9:00,34.78232,-115.66222,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,cactus,vegetation,cactus,cactus,25,no photo,7:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
194fruit,194,8/20/2019,summer,38,7:00,9:00,34.78232,-115.66222,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,cactus,vegetation,cactus,cactus,25,no photo,7:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
195fruit,195,8/20/2019,summer,38,7:00,9:00,34.78235,-115.66236,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus,vegetation,cactus,cactus,100,49-57,7:26,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
196fruit,196,8/20/2019,summer,38,7:00,9:00,34.78223,-115.66215,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Foraging,Feeding,cactus,vegetation,cactus,cactus,0,no photo,7:30,1,1,34.78299,-115.66235,34.77833,.115.66293,buckhorn cholla
197fruit,197,8/20/2019,summer,38,7:00,9:00,34.78223,-115.66215,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Foraging,Feeding,cactus,vegetation,cactus,cactus,0,no photo,7:30,1,1,34.78299,-115.66235,34.77833,.115.66293,buckhorn cholla
198fruit,198,8/20/2019,summer,38,7:00,9:00,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:30,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
199fruit,199,8/20/2019,summer,38,7:00,9:00,34.78174,-115.66248,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,cactus,vegetation,cactus,cactus,100,72-78,7:41,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
16flower,16,5/1/2019,spring,1,10:27,12:27,34.78215,-115.66238,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,no photo,11:26,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
792flower,792,5/9/2019,spring,23,12:00,14:00,34.77962,-115.66238,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,13:47,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
202fruit,202,8/20/2019,summer,38,7:00,9:00,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,8:14,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
203fruit,203,8/20/2019,summer,39,17:30,19:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,17:45,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
204fruit,204,8/20/2019,summer,39,17:30,19:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,17:45,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
205fruit,205,8/20/2019,summer,39,17:30,19:30,,,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:00,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
60fruit,60,8/16/2019,summer,30,7:30,9:30,34.7819,-115.66237,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,100,6-Jan,8:04,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
207fruit,207,8/20/2019,summer,39,17:30,19:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,18:35,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
208fruit,208,8/20/2019,summer,39,17:30,19:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:40,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
209fruit,209,8/20/2019,summer,39,17:30,19:30,,,Passeriformes,Corvidae,Common Raven,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:45,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
210fruit,210,8/20/2019,summer,39,17:30,19:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,18:55,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
211fruit,211,8/21/2019,summer,40,6:00,8:00,34.78249,-115.66343,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus,vegetation,cactus,cactus,100,no photo,6:15,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
212fruit,212,8/21/2019,summer,40,6:00,8:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:32,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
213fruit,213,8/21/2019,summer,40,6:00,8:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:32,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
247flower,247,5/2/2019,spring,7,14:30,16:30,34.78168,-115.66232,Passeriformes,Mimidae,Northern Mockingbird,,omnivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,14:55,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
215fruit,215,8/21/2019,summer,40,6:00,8:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
11flower,11,5/1/2019,spring,1,10:27,12:27,34.78249,-115.66231,Unknown,Unknown,Unknown,,Unknown,Flying on plant,Active movement,shrub,vegetation,shrub,shrub,na,15.21,11:02,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
344flower,344,5/3/2019,spring,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,110.133,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
218fruit,218,8/21/2019,summer,40,6:00,8:00,,,Passeriformes,Troglodytidae,Canyon Wren,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,6:52,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
219fruit,219,8/21/2019,summer,40,6:00,8:00,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:32,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
220fruit,220,8/21/2019,summer,40,6:00,8:00,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
221fruit,221,8/21/2019,summer,40,6:00,8:00,34.78058,-115.6632,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,yucca,vegetation,cactus,yucca,100,55-609,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
222fruit,222,8/21/2019,summer,40,6:00,8:00,34.78058,-115.6632,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,yucca,vegetation,cactus,yucca,100,55-609,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
223fruit,223,8/21/2019,summer,40,6:00,8:00,34.78058,-115.6632,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,yucca,vegetation,cactus,yucca,100,55-609,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
224fruit,224,8/21/2019,summer,40,6:00,8:00,34.78004,-115.66357,Passeriformes,Icteridae,Scott's Oriole,,omnivore,Flying,Active movement,air,non vegetation,other,air,na,no photo,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
225fruit,225,8/21/2019,summer,41,17:30,19:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying between plants,Active movement,cactus,vegetation,cactus,cactus,100,no photo,17:32,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
345flower,345,5/3/2019,spring,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,110.133,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
346flower,346,5/3/2019,spring,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,110.133,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
228fruit,228,8/21/2019,summer,41,17:30,19:30,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,17:57,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
229fruit,229,8/21/2019,summer,41,17:30,19:30,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:01,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
347flower,347,5/3/2019,spring,9,8:20,10:20,34.78243,-115.66231,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,110.133,10:11,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
384flower,384,5/4/2019,spring,11,6:15,8:15,34.78243,-115.66229,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
385flower,385,5/4/2019,spring,11,6:15,8:15,34.78243,-115.66229,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
386flower,386,5/4/2019,spring,11,6:15,8:15,34.78243,-115.66229,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:42,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
192flower,192,5/2/2019,spring,5,8:36,10:36,34.78212,-115.66229,Apodiformes,Trochilidae,Anna's Hummingbird,,nectarivore,Flying between plants,Active movement,shrub,vegetation,shrub,shrub,na,338.366,9:48,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
235fruit,235,8/21/2019,summer,41,17:30,19:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:42,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
236fruit,236,8/21/2019,summer,41,17:30,19:30,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:50,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
237fruit,237,8/22/2019,summer,42,6:30,8:30,34.78209,-115.66256,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on ground,Inactive,rock,non vegetation,other,land,na,no photo,6:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
238fruit,238,8/22/2019,summer,42,6:30,8:30,34.78312,-115.66237,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,yucca,vegetation,cactus,yucca,75,no photo,6:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
239fruit,239,8/22/2019,summer,42,6:30,8:30,34.78318,-115.66237,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Foraging,Feeding,cactus,vegetation,cactus,cactus,0,no photo,6:41,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
240fruit,240,8/22/2019,summer,42,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:41,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
241fruit,241,8/22/2019,summer,42,6:30,8:30,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,6:50,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
242fruit,242,8/22/2019,summer,42,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus,vegetation,cactus,cactus,100,no photo,7:01,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
172fruit,172,8/19/2019,summer,37,18:00,20:00,34.7828,-115.66228,Passeriformes,Remezidae,Verdin,,insectivore,Calling,Territorial or mating behavior,shrub,vegetation,shrub,shrub,100,15-Jan,18:12,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
104fruit,104,8/18/2019,summer,34,6:30,8:30,34.78331,-115.66223,Passeriformes,Troglodytidae,Bewick's Wren,,insectivore,Flying,Active movement,shrub,vegetation,shrub,shrub,100,no photo,7:04,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
340flower,340,5/3/2019,spring,9,8:20,10:20,34.78204,-115.66219,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Flying,Active movement,shrub,vegetation,shrub,shrub,na,no photo,9:56,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
316fruit,316,8/24/2019,summer,46,7:00,9:00,34.77092,-115.66204,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,75,no photo,8:33,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
317fruit,317,8/24/2019,summer,46,7:00,9:00,34.77092,-115.66204,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,75,no photo,8:33,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
337flower,337,5/3/2019,spring,9,8:20,10:20,34.78209,-115.66203,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Singing,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,9:50,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
12flower,12,5/1/2019,spring,1,10:27,12:27,34.78225,-115.66197,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,21.25,11:07,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
250fruit,250,8/22/2019,summer,42,6:30,8:30,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:13,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
251fruit,251,8/22/2019,summer,42,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:35,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
252fruit,252,8/22/2019,summer,42,6:30,8:30,,,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:42,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
253fruit,253,8/22/2019,summer,42,6:30,8:30,34.78055,-115.66288,Passeriformes,Troglodytidae,Cactus Wren,,omnivore,Flying between plants,Active movement,yucca,vegetation,cactus,yucca,50,no photo,7:45,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
254fruit,254,8/22/2019,summer,42,6:30,8:30,,,Passeriformes,Mimidae,Crissal Thrasher,,omnivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:47,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
255fruit,255,8/22/2019,summer,42,6:30,8:30,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:47,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
256fruit,256,8/22/2019,summer,42,6:30,8:30,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:50,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
257fruit,257,8/22/2019,summer,42,6:30,8:30,34.78013,-115.66281,Passeriformes,Remezidae,Verdin,,insectivore,Standing on plant,Inactive,yucca,vegetation,cactus,yucca,75,93-96,7:50,1,1,34.78299,-115.66235,34.77833,.115.66293,no notes
258fruit,258,8/22/2019,summer,42,6:30,8:30,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,8:00,2,1,34.78299,-115.66235,34.77833,.115.66293,no notes
259fruit,259,8/22/2019,summer,43,18:00,20:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:00,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
86flower,86,5/1/2019,spring,3,16:35,18:35,34.78203,-115.66192,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,138.139,16:57,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
261fruit,261,8/22/2019,summer,43,18:00,20:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,18:30,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
262fruit,262,8/22/2019,summer,43,18:00,20:00,34.78148,-115.66349,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus,vegetation,cactus,cactus,50,no photo,18:33,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
263fruit,263,8/23/2019,summer,44,7:00,9:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:05,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
264fruit,264,8/23/2019,summer,44,7:00,9:00,,,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:05,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
265fruit,265,8/23/2019,summer,44,7:00,9:00,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:07,2,2,34.78303,-115.66309,34.77856,-115.66449,no notes
14flower,14,5/1/2019,spring,1,10:27,12:27,34.782,-115.66183,Passeriformes,Mimidae,Northern Mockingbird,,frugivore,Standing on plant,Inactive,shrub,vegetation,shrub,shrub,na,92.31,11:15,3,1,34.78299,-115.66235,34.77833,.115.66293,no notes
267fruit,267,8/23/2019,summer,44,7:00,9:00,,,Passeriformes,Polioptilidae,Black.tailed Gnatcatcher,,insectivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:19,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
127flower,127,5/2/2019,spring,4,6:25,8:25,,,Passeriformes,Polioptilidae,Blue.gray Gnatcatcher,,insectivore,Sparring,Territorial or mating behavior,shrub,vegetation,shrub,shrub,na,no photo,6:56,2,2,34.78303,-115.66309,34.77863,-115.66402,no notes
269fruit,269,8/23/2019,summer,44,7:00,9:00,,,Passeriformes,Ptiliogonatidae,Phainopepla,,frugivore,Calling,Territorial or mating behavior,no visual,,,,na,no photo,7:22,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
270fruit,270,8/23/2019,summer,44,7:00,9:00,,,Piciformes,Picidae,Nuttall's Woodpecker,,frugivore,Singing,Territorial or mating behavior,no visual,,,,na,no photo,7:22,3,2,34.78303,-115.66309,34.77856,-115.66449,no notes
271fruit,271,8/23/2019,summer,44,7:00,9:00,34.78292,-115.6633,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Singing,Territorial or mating behavior,cactus,vegetation,cactus,cactus,50,no photo,7:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
272fruit,272,8/23/2019,summer,44,7:00,9:00,34.78292,-115.6633,Passeriformes,Passerellidae,Black.throated Sparrow,,granivore,Calling,Territorial or mating behavior,cactus,vegetation,cactus,cactus,100,no photo,7:29,1,2,34.78303,-115.66309,34.77856,-115.66449,no notes
